nama_produk,link_produk,teks_ulasan,rating,sumber,scraped_at
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,Performa:bagus Cocok Untuk:memperbaiki skin barrier Tekstur:Kental  Udah 2 kali beli peeling solution dan setiap pakai kulit langsung glowing dan bersih apalagi awet sampai berbulan2 malahan di aku pakai 2 kali seminggu sampai 1 tahun lebih masyaallah  pengiriman nya pun aman bubble wrap nya tebal insyaallah selalu berlangganan utk pakai produk ini setiap exfoliasi,5,shopee,2026-06-18T08:55:23.611014
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Efektivitas:sangat baik wajah bersih cerah Tekstur:cair Daya serap:baik  Sudah beli kedua kalinya. Pengiriman cepat, untuk produk asli dan efektif mencerahkan menghaluskan mengurangi jerawat. Terima kasih",5,shopee,2026-06-18T08:55:23.611037
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:liquid Performa:ok Cocok Untuk:all skin type  Ini BAGUS BANGET SIH!!! Ngga ada cekat cekitnya tapi tetep efektif but eksfo, the first time pake ini product muka ku langsung alus tanpa iritasi 😭😭😭",5,shopee,2026-06-18T08:55:23.611683
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:agak kental dikit Daya serap:cepat meresap Efektivitas:kulit jadi cerah  produknya bagus bangetttt cocok di aku dn kulit ku sensitif tapi aku pkai produknya fine"" aja malah tbah cerah dan muka ku ga bertekstur lagi langsung mulus😍😍😍 mengiriman dan pengemasan lumayan cepat, thanks seller🥰🥰",5,shopee,2026-06-18T08:55:23.611703
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:lembut Performa:baik Cocok Untuk:peeling  Sejauh ini bagus sih tp sebaik y jgn sering di pakai ya, seminggu ckup 2x aja ky y, soal y aku coba pakai setiap mlm selama 7 hari kulit y jg ky menipis merah2 gt, jd aku pke y seminggu 2x aja, kl di rasa kulit wajah mulai kotor atau komedo mulai bnyak lgsg peeling aja jd bersih lh, rekomended sih ni produk bagus 👍👍",5,shopee,2026-06-18T08:55:23.611711
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:baru mau nyoba semoga cocok 😚 Daya serap:oke Efektivitas:semoga bekerja baik 😚  Recomended banget sih beli di sini dari pengemasannya super rapih banget , masih segel pula barangnya 😍😍😘😘😘❤️",5,shopee,2026-06-18T08:55:23.611717
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:kental Daya serap:cepat Efektivitas:kurang tau  Akhirnya paket yang di tunggu2 datang juga,sekrng mulai membersihkan sel sel kulit mati dengan d peling,katanya sih ini bgus ,tpi semoga cocok di aku yh dn bisa buat muksa bersih dn cerah ,pngriiman juga sngt cepat pckingan aman",5,shopee,2026-06-18T08:55:23.611721
1. ELFORMULA Intensive Peeling Solution - Peeling Serum Dark Spot Glass Skin Eksfoliasi Wajah Sel Kulit Mati AHA BHA PHA Glowing Smooth Skin Mencerahkan Kulit Halus Blackhead Brightening Cocok Kulit Berjerawat Komedo acne Glowing Retinol,https://shopee.co.id/ELFORMULA-Intensive-Peeling-Solution-Peeling-Serum-Dark-Spot-Glass-Skin-Eksfoliasi-Wajah-Sel-Kulit-Mati-AHA-BHA-PHA-Glowing-Smooth-Skin-Mencerahkan-Kulit-Halus-Blackhead-Brightening-Cocok-Kulit-Berjerawat-Komedo-acne-Glowing-Retinol-i.600719961.15304662949,"Tekstur:sedikit kental Daya serap:cepat Efektivitas:baguss  udah pake botol kedua, kulit aku sensitif bangett dan pake ini paling cocookk, terus bekas jerawat memudar, kulit merata, sama lebih cerah mukanya. sekitar sebulan ga skincare (cuman pake produk ini aja seminggu sekali) muka aku ga kenapa2, bahkan 2x datang bulan ga muncul jerawat, bagus bangett!",5,shopee,2026-06-18T08:55:23.611724
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Cocok Untuk:Kulit kusam  Lucu bgt cairannya ada butiran2 nya gitu. Semoga cocok ya soalnya udah capek gonta ganti skincare:( kesan pertama pake ini ngerasa kulit lebih bersih. Pas paginya juga keliatan lebih cerah, biasanya bangun tidur kulitku kusam bgt. Nanti kalo udah sebulanan pake ini aku balik lagi utk update",5,shopee,2026-06-18T08:55:39.734004
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,Tips Pengguna:pakai siang dan malam hari Wangi:tidak menyengat Manfaat:untuk mencerahkan kulit wajah  Udah hampir sebulan pakai ini dan hasilnya bagus. Wajah lebih cerah dan isinya banyak banget. Beli pas lagi sale dan dapet cashback juga.. Pengiriman cepat sampai dan pengemasan bagus.. Thank you 🌸🌸🫶🏼🫶🏼,5,shopee,2026-06-18T08:55:39.734023
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Tekstur:gel Performa:sangat baik Cocok Untuk:kulit sensitif - acne prone  Pengemasan baik pake bubblewrap. Pengiriman baik. Produk sesuai deskripsi, alhamdulillah dpt harga flash sale kali ini, sebelumnya dpt dari giveaway trs nyobain trnyt sangat mantul. PIH lenyap dalam waktu sebulan & wajah pun lbh plump trs jerawat lbh calming.",5,shopee,2026-06-18T08:55:39.734028
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Efektivitas:Pemakaian seminggu dan hasilnya udah keliatan di hari ke-3 pemakaian, dan ttp ada calming effectnya~ Tekstur:Tekstur dari Ampoule TB ini sedikit lebih kental dibandingkan Cica Ampoule, dan ada bulir2 cantik~ Daya serap:Meskipun lebih kental dr Cica Ampoule, daya serap Ampoule ini tetep baik! cepat nyerapnya~  Aku udh pakai produk dr Skin1004 sejak pertengahan 2021. Dan setiap breakout selalu jadi andalanku, dari foam, toner, ampoule dan creamnya semuanya holy grail-ku. Dan aku gak nyangka Ampoule Tone Brightening ini bisa mengurangi darkspot-ku ini selama seminggu pemakaian:"") Thank u so much Skin1004!❤️",5,shopee,2026-06-18T08:55:39.734042
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Tekstur:kental Daya serap:cepat Efektivitas:baik  Alhamdulillah barangnya udah sampai dengan selamat Prosesnya cepat, packagingnya savety, barangnya ori, segel aman Seneng banget karena dapat diskon super besar Terimakasih skin1004 Madagaskar 💖",5,shopee,2026-06-18T08:55:39.734048
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Cocok Untuk:mencerahkan warna kulit Performa:bagus Tekstur:cair  baru pertama kali coba produk ini, dan voila sudah jalan satu bulan pemakaian dan tidak ada efek negatif di kulit, alhamdulillah cocok dengan tipe kulit saya yg normal to dry, overall bagus untuk mencerahkan, dan itu isinya banyak, dan bisa hemat budget, expired nya juga masih lama, next bakal coba moisturizer nya",5,shopee,2026-06-18T08:55:39.734052
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Tekstur:cair Daya serap:cepat meresap kekulit Efektivitas:sangat terasa  Ini enak banget cepet nyerapnya , galengket, sesuai dengan namanya di aku memutihkan dan meratakan warna kulit , juga ada kandungan vitamin c tapi ga bikin kulit aku iritasi gara gara vitamin c",5,shopee,2026-06-18T08:55:39.734055
2. SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 100ml,https://shopee.co.id/SKIN1004-Madagascar-Centella-Tone-Brightening-Capsule-Ampoule-100ml-i.555954448.14016184405,"Daya serap:cepat meresap, ringan banget Efektivitas:bright, moist, glow Tekstur:cair kental  seneng banget bisa beli ampoule ini dpt potongan harga 100k di shopeelive. luv banget sama tekstur nya so pretty and dipake ringan cpt meresap bikin lembab dan glowing 😍🤍✨ aaa pen nanges sangking bagus nya 🥺",5,shopee,2026-06-18T08:55:39.734059
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,"Kecil2 cabe rawit nihh 🤣🤣 baru sehari pemakaian sudah ada perubahan jerawat langsung kempes dong 😂 mudah2an kulit wajah jadi glowing yaa , kalo untuk bau kayak herbal gitu semacam rempah atau apa , tapi ngga papa yang penting jerawat hempassss yaaa",5,shopee,2026-06-18T08:56:00.118845
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,"Tekstur:Cair Performa:Ok Cocok Untuk:Menghilangkan noda hitam  Paket sudah smp dngn aman, pengemasan ny rapih, pengiriman ny cepat Baru mau coba, mdh2n cocok sm tamanu oil ny",5,shopee,2026-06-18T08:56:00.118864
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,"Tekstur:tidak lengket Performa:oke Cocok Untuk:wajah  Baru ini mau nyobain tamanu oil nya, semoga cocok",5,shopee,2026-06-18T08:56:00.118870
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,Tekstur:cair Performa:baik Cocok Untuk:kulit berjerawat  Penjual ramah pengiriman cepat. Kalo menurutku bagus buat ngempesin jrwat tp kalo buat kulit yg berminyak kalo makenya trlalu banyak seperti aku hehe sangat tidak rekomen krna jadi komedo hitam,5,shopee,2026-06-18T08:56:00.118875
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,Kemasan:bagus mini Pengalaman Penggunaan:bagus Wangi:wangi nya herbal sekali seperti jamu tapi khasiat mantul  Bau nya itu herbal sekali seperti jamu. Tapi khasiat nya mantap  Pokoknya terimakasih seller,5,shopee,2026-06-18T08:56:00.118879
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,Tekstur:ringan dan nyaman di pakai Cocok untuk:cocok untuk kulit sensitif dan berjerawat Efek:baru pertama kali coba semoga cocok  Pesanan sudah sampai pakingnya rapi  Baru pertama coba semoga cocok di aku  Kalo cocok balik lagi ke sini dehh...,5,shopee,2026-06-18T08:56:00.118884
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,Tips Pengguna:mantul ketika di pake berbarengan dengan day creamnyaa✨ Wangi:baunya kaya jamu Profil Kecantikan:baguss  Alhamdulillah paket sampe dengan selamat🥰 terimakasih sudah menjadi penjual yang sangat amanah 🤍,5,shopee,2026-06-18T08:56:00.118890
3. [BPOM] THE FACE Tamanu Essential Oil - Mengembalikan Elastisitas Kulit,https://shopee.co.id/-BPOM-THE-FACE-Tamanu-Essential-Oil-Mengembalikan-Elastisitas-Kulit-i.230677444.21149910824,"Tekstur:cair Performa:baik Cocok Untuk:semua jenis kulit  Untuk pengemasan sangat baik dan tanggal exp juga masih lama ada di bulan Oktober 2025,, thx saler",5,shopee,2026-06-18T08:56:00.118895
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Cocok Untuk:cocok bgt buat yg muka ny banyak komedo bandel ny 😁 Tekstur:lengket Performa:bagus  Thnks seller paket ny uda sampe real pict sih , baru x ini belanja di sini tapi ok bgt lah pengiriman cepat bgt. Next order lagi.",5,shopee,2026-06-18T08:56:32.420218
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Tekstur:kental, mudah di ratakan dan dingjn di wajah Performa:mengangkat kulit kering dan komedo juga untuk skincare Cocok Untuk:skincare setiap 1 Minggu dua kali, kesehatan kulit dan mengurangi kusam  Wajib coba in wangi nya enak, aku langsung coba dan enak dingin dikulit. Jangan lupa coba dan jadikan langganan.",5,shopee,2026-06-18T08:56:32.420236
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Pengalaman Penggunaan:bgs bgtttt Manfaat:ngangkat komedo Profil Kecantikan:🤯  Pas sama harga  D gunakan buat d hidung/yg ada komedo nya,tp malah saya pake buat seluruh muka,jd pas d tunggu kering 15 menitan perih bgtt pas mau d cabut Tp hasilnya kulit jd kerasa lembut,kenyal gitu,dan bersih GK usah d ragukan lagi produk bio Aqua,aplg dari official store ny lngsng Pengemasan dan pengiriman jg ceper cuma 2 hari udh sampe,thnkk",5,shopee,2026-06-18T08:56:32.420244
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,Tekstur:lembab d kulit dan agak mengeras setelah kering seperti Pore pack Performa:Baik. komedonya keangkat Cocok Untuk:Mengangkat komedo dan mengecilkan pori-pori  Pori²nya keangkat setelah maskernya kering... Next order lagi di sini... Pengiriman dan pengemasannya baguss bagett. Kurirnya jga ramah,5,shopee,2026-06-18T08:56:32.420249
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Daya serap:mudah di aplikasikan karena daya serapnya ok,cpt kering jg Efektivitas:keangkat komedo + kulit matinya beserta bulu halus di wajah, Kenyamanan:Nyaman karena berBPOM jd ngga khawatir pakenya ☺️",5,shopee,2026-06-18T08:56:32.420255
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Wangi:wangi Tips Pengguna:baru coba sii Kemasan:tube  Paket sudah sampai, packing rap aman, baru coba si masker ini, dtng langsung d coba, semoga berhasil menghilangkan komedo, next order lagi kalau cocok, pengiriman standar, Terima kasih om kurir",5,shopee,2026-06-18T08:56:32.420259
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,"Kemasan:bagus dan tersegel Pengalaman Penggunaan:belum dicoba tapi sepertinya memang efektif Manfaat:untuk mengangkat komedo  Pengemasan dan pengiriman cepat, packaging aman, expired date produk juga masih lama, produk masih tersegel dengan baik, good job seller, sukses selalu.",5,shopee,2026-06-18T08:56:32.420263
4. BIOAQUA Masker Komedo Bamboo Charcoal Blackhead Remover Mask Peel Off Mask Masker Wajah Hidung Pembersih Komedo,https://shopee.co.id/BIOAQUA-Masker-Komedo-Bamboo-Charcoal-Blackhead-Remover-Mask-Peel-Off-Mask-Masker-Wajah-Hidung-Pembersih-Komedo-i.297682305.10418292212,Tekstur:gel Performa:untuk komedo Cocok Untuk:muka  Udah pernah coba yg sasetan. Bagus seh bnran bs angkat komedo. Pengiriman juga cpt bgt hari mgg ajah di kirim . Tq ya seller gk pernah kecewa sejauh ini belanja disini,5,shopee,2026-06-18T08:56:32.420268
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Tekstur:top lah pokoknya, habisnya lama tetes dikit bs utk seluruh muka. Performa:lembabkan kulit bikin shining  Br botol ke 2, cocok bgt. 10 ml aja habisnya lama.",5,shopee,2026-06-18T08:57:07.140164
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Efektivitas:oke Tekstur:cair Daya serap:lumayan  Sudah langganan beli disini Selalu dapat chat info tentang produk darii seller Packaging rapi, pengiriman cepat Dapat sticker lucu  Smoga rejekinya makin melimpah buat seller n pegawainya ❤️",5,shopee,2026-06-18T08:57:07.140177
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Daya serap:cepat menyerap Tekstur:lembut di kulit dan wangi Efektivitas:sangat efektif di kulit  Membuat kulit semakin glowing, lembut dan kenyal. Kualitas produk sangat baik, produk ori, kecepatan pengiriman sangat cepat (siang order langsung dikirim hari itu juga).. TOP!!",5,shopee,2026-06-18T08:57:07.140180
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Daya serap:⭐️⭐️⭐️⭐️ Tekstur:Oily Efektivitas:⭐️⭐️⭐️⭐️⭐️  Repeat order, lumayan efektif menenangkan kulit dan menyamarkan bekas jerawat. Wanginya jg enak banget. Muka jauh mendingan setelah bbrp minggu pake ini 👍🏼",5,shopee,2026-06-18T08:57:07.140184
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,Daya serap:cepat. Finishing tidak berminyak sama sekali  Tekstur:oily Efektivitas:Setelah pemakaian kulit lebih lembab tapi ga berlebihan.   Baru pertama kali pakai ini. Kulitku tipe yang kering. Ada sensasi gatal sedikit. Mau liat 1 minggu ke depan. Semoga udah bisa beradaptasi & cocok. Suka banget wanginya. Desain botolnya juga bagus banget. Packagingnya juga mantep. Beli 1pcs tetap dapat 1 box besar+sticker. Happy banget. Thankyou.,5,shopee,2026-06-18T08:57:07.140187
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Packing cepat, pengiriman cepat, seblum dikirim konfirmasi dlu bahwa tidak akan memakai bubble wrap tp aman dungs barangnya..mendarat dgn mulus.. baru pertama beli dan mau coba sih ni productnya semoga cocok diaku dan repeat order..  over all aku suka pelayanannya thank you biobeautylab",5,shopee,2026-06-18T08:57:07.140189
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"ini face oil yg enak bangettt. wangi natural karena dari oil nya yg memang ada wanginya, aku pakai 3 tetes tp udah bikin glowing (bukan berminyak🤣) seharian, dipakein bedak tabur dikit aja udah oke banget🥺",5,shopee,2026-06-18T08:57:07.140191
5. Bio Beauty Lab Luxurious Facial Oil Serum,https://shopee.co.id/Bio-Beauty-Lab-Luxurious-Facial-Oil-Serum-i.127156054.1919792061,"Produk ori. Packaging nya sih 💯 deh, Gak cuma barang nya bagus. Udh coba oil merk lain tp tetep ini paling bagus dan cocok. Untuk kulit kering bagus banget sih, lgsg nyerap meskipun oil (gak minyakkan gt). Bisa di campur jg sama body lotion pemakaian nya. Mantap deh. Recommended! Wangi nya jg enakk",5,shopee,2026-06-18T08:57:07.140193
"6. SKINTIFIC Clay Mask Stick Series /MaskerJerawat&Masker Komedo/Mugwort Acne + Niacinamide+Alaska stick/Jerawat / Brightening/ Angkat Komedo /basic skincare ,deep cleansing oil control /Cocok untuk Semua Jenis Kulit/Tekstur Ringan Tanpa Lengket",https://shopee.co.id/SKINTIFIC-Clay-Mask-Stick-Series-MaskerJerawat-Masker-Komedo-Mugwort-Acne-Niacinamide-Alaska-stick-Jerawat-Brightening-Angkat-Komedo-basic-skincare-deep-cleansing-oil-control-Cocok-untuk-Semua-Jenis-Kulit-Tekstur-Ringan-Tanpa-Lengket-i.380266264.21973479404,"Akhirnya dataang juga,, kemasan baik, tidak rusak, pengiriman cepet, baru nyoba yang variant ini, semoga cocok di kulit aku, expired aman masih lama,harga lumayan lah, penjual ramah, fast respon, terimakasih skintific 🙏",5,shopee,2026-06-18T08:57:28.761132
"6. SKINTIFIC Clay Mask Stick Series /MaskerJerawat&Masker Komedo/Mugwort Acne + Niacinamide+Alaska stick/Jerawat / Brightening/ Angkat Komedo /basic skincare ,deep cleansing oil control /Cocok untuk Semua Jenis Kulit/Tekstur Ringan Tanpa Lengket",https://shopee.co.id/SKINTIFIC-Clay-Mask-Stick-Series-MaskerJerawat-Masker-Komedo-Mugwort-Acne-Niacinamide-Alaska-stick-Jerawat-Brightening-Angkat-Komedo-basic-skincare-deep-cleansing-oil-control-Cocok-untuk-Semua-Jenis-Kulit-Tekstur-Ringan-Tanpa-Lengket-i.380266264.21973479404,"wih mantab sih pengiriman cepet banget, dan barang dikemas dengan aman, rapi dan tentunya masih segel semua. keren. dan udah saya coba di wajah dengan kulit saya bruntusan, berminyak di bagian pipi dan hidung, tapi kering di bagian dahi, hasilnya seger banget gak yang berasa aneh gitu sih. jadi semoga saja cocok. thnks admin🙌",5,shopee,2026-06-18T08:57:28.761153
